name,rating,tags,similar
jpal,4.6,Analytics & KPO,
jploft solutions,5,IT Services & Consulting,
jpm industries,3.6,"Automobile, Industrial Machinery, Manufacturing",
jsg group,3.4,"Automobile, Manufacturing, Engineering & Construction, Auto Components",
jsm corporation,3.8,"Real Estate, Hospitality",
jss college of pharmacy,6,,
jss dental college and hospital,12,,
jss medical college mysore,34,,
jss medical research,3.6,"Analytics & KPO, Clinical Research",
jss science and technology university,158,,
jsw cement,4.1,"Building Material, Engineering & Construction, Conglomerate",
jsw energy,4.2,"Oil / Gas / Petro Chemicals, Power, Conglomerate, Fortune India 500, Public",
jsw group,4,"Iron & Steel, Power, Engineering & Construction, Conglomerate",
jsw ispat special products,3.9,"Iron & Steel, Fortune India 500",
jsw ispat steel,4.2,"Iron & Steel, Metals & Mining, Public",
jsw paints,4,Chemicals,
jsw severfield structures,3.5,"Financial Services, Engineering & Construction",
jsw steel,3.9,"Iron & Steel, Metals & Mining, Engineering & Construction, Conglomerate, Forbes Global 2000, Fortune India 500, Public",
jtekt,4.1,"Automobile, Manufacturing, Auto Components, Forbes Global 2000, Public",
jtekt sona automotive india,4.1,"Automobile, Manufacturing, Engineering & Construction, Auto Components, Public",
jubilant agri and consumer products,4,"Agriculture, Consumer goods, Chemicals",
jubilant biosys,4.1,"Financial Services, Pharma",
jubilant chemsys,3.8,"Biotech & Life sciences, Chemicals / Agri Inputs, Pharma",
jubilant foods works,3.9,"FMCG, Retail, Fortune India 500, Public",
jubilant generics,4.2,"Clinical Research, Pharma",
jubilant industries,4,"Chemicals / Agri Inputs, Chemicals, Public",
jubilant ingrevia,3.8,"Chemicals, Fortune India 500",
jubilant motorworks,3.8,Auto Components,
jubilant pharmova,4.2,"Clinical Research, Pharma, Fortune India 500, Public",
jud cement,3,Building Material,
juma al majid group,3.9,Engineering & Construction,
jumbo electronics,3.2,"Manufacturing, Retail, Electronics",
jumbo finvest india,4.2,NBFC,
jumeirah international,4.4,"Travel & Tourism / Hospitality, Hospitality",
jumio,3.9,"Internet, Law Enforcement & Security, IT Services & Consulting",
junglee games,4.2,"Internet, IT Services & Consulting, Startup",
jungleworks,4.1,Software Product,
juniper green energy,4.1,Power,
juniper networks,4.3,"Consulting, Internet, Hardware & Networking, IT Services & Consulting",
justdial,3.6,"Internet, Public",
jw marriott,4.3,"Travel & Tourism / Hospitality, Hospitality",
jyote motors,3.5,Automobile,
jyothy laboratories,4.3,"Consumer goods, FMCG, Manufacturing",
jyoti cnc automation,4.2,"Industrial Machinery, Manufacturing, Public",
jyoti structures,3.9,"Power, Public",
k & j project,3.3,"Urban Transport, Engineering & Construction",
k l e society's institute of dental sciences,28,,
k raheja corp,4.3,Real Estate,
k.j.somaiya institute of management,71,,
k.r.pulp & papers,3.8,"Pulp & Paper, Public",
k12 techno services,3,"Internet, Education & Training, EdTech",
k2k infrastructure,4.3,Engineering & Construction,
k7 computing,4.4,"Hardware & Networking, IT Services & Consulting, Software Product",
kaar tech,4.2,"Consulting, IT Services & Consulting",
kabra extrusion technik,4,"Industrial Machinery, Manufacturing, Public",
kaefer,4.2,"Oil / Gas / Petro Chemicals, Power, Engineering & Construction",
kaff appliances ,2.9,"Internet, Consumer Electronics & Appliances",
kailash hospital,4.1,"Healthcare, Public",
kaizen it services,3.5,IT Services & Consulting,
kajaria ceramics,4.2,"Building Material, Manufacturing, Engineering & Construction, Fortune India 500, Public",
kakatiya university,44,,
kalasalingam academy of research and education,39,,
kalindee rail nirman ,4.2,"Roads/Railways, Telecom, Public",
kalinga institute of industrial technology,42,,
kalkine,4,"Biotech & Life sciences, Analytics & KPO",
kalpataru group,3.7,"Real Estate, Conglomerate",
kalpataru power transmission,4.2,"Power, Real Estate, Engineering & Construction, Fortune India 500, Public",
kalyan jewellers,4.8,"Metals & Mining, Retail, Fortune India 500",
kalyan toll infrastructure,4.3,Engineering & Construction,
kalyani forge,3.2,"Iron & Steel, Manufacturing, Public",
kalyani maxion wheels,4.2,Auto Components,
kalyani motors,3.9,Automobile,
kalyaniwalla & mistry,3.5,Accounting & Auditing,
kama ayurveda,4,"Retail, Beauty & Personal Care",
kamal fincap,3.9,Financial Services,
kamdhenu,4.1,"Building Material, Iron & Steel, Manufacturing, Public",
kamineni hospitals,3.8,Healthcare,
kamlesh kumar singh engineers,4.1,Engineering & Construction,
kanakadurga finance,3.8,"Financial Services, NBFC",
kanakia spaces,3.6,"Real Estate, Engineering & Construction",
kandhari beverages,3.8,"Food Processing, Manufacturing, Beverage",
kanerika software,4.5,"Internet, IT Services & Consulting, Startup",
kangaro industries,3.9,"FMCG, Import & Export, Industrial Machinery, Manufacturing",
kankei,4.4,"Advertising / PR / Events, BPO",
kanoria chemicals & industries,4.2,"Chemicals, Public",
kanpur fertilizers and cement,4,Agro Chemicals,
kanpur plastipack,3.8,"Financial Services, Packaging, Public",
kansai nerolac paints,3.9,"Chemicals / Agri Inputs, Chemicals, Fortune India 500, Public",
kantar,3.7,"Media & Entertainment / Publishing, Marketing & Advertising",
kantar imrb,3.7,"Consulting, Analytics & KPO",
kantar operations,3.6,Analytics & KPO,
kanwar enterprises,3.5,"Financial Services, Engineering & Construction",
kapil chit funds,3.6,"Financial Services, FinTech",
kapitaltech,4.1,"Financial Services, Internet, Startup, Public",
kapston facilities management,3.5,"Advertising / PR / Events, Facility Management Services, Public",
karam industries,4.1,"Industrial Machinery, Manufacturing, Engineering & Construction",
karamtara engineering,3.3,"Manufacturing, Engineering & Construction",
karbonn mobile,4,"Consumer goods, Manufacturing, Electronics Manufacturing",
karle infra,3.9,"Real Estate, Engineering & Construction",
karma ayurveda,4.6,Healthcare,
karnataka bank,3.6,"Financial Services, Banking, Fortune India 500, Public",
karnataka power corporation,4.2,"Power, Government",
karnavati university,31,,
kartavya healtheon,4.1,Internet,
karuna greentech,2.3,Electrical Equipment,
karuna management services,3.3,Retail,
karunya institute of technology and sciences,107,,
karur vysya bank,3.6,"Financial Services, Banking, Fortune India 500, Public",
karvy computershare,3.6,Financial Services,
karvy data management services,3.5,"BPO/KPO, Analytics & KPO, IT Services & Consulting",
karvy digikonnect,3.2,"BPO/KPO, Financial Services",
karvy financial services,3.6,"Financial Services, Conglomerate",
karvy fintech,3.9,"Engineering & Construction, FinTech",
karvy innotech,3.2,"IT Services & Consulting, Public",
karvy stock broking,3.5,Financial Services,
karza technologies,4.8,"Internet, Analytics & KPO, IT Services & Consulting, Startup",
kasturba medical college mangalore,31,,
kasturba medical college manipal,10,,
kataria automobiles,3.7,"Automobile, Retail",
katerra,3.5,"Advertising / PR / Events, Internet, Engineering & Construction, Startup",
kauvery hospital,3.9,"Healthcare, Public",
kaveri seed company,4.3,Chemicals / Agri Inputs,
kazo fashion,3.6,"Internet, Retail, Fashion & Textile",
kazstroy services,3.5,Engineering & Construction,
kcc buildcon,4.1,Engineering & Construction,
kccec,4.2,Engineering & Construction,
kcp,4.3,"Building Material, Power, Engineering & Construction, Public",
kd logistics,4.1,"Internet, Logistics / Shipping, Logistics",
kddl,3.9,"Manufacturing, Metals & Mining, Public",
kdk software,4.2,"Hardware & Networking, Software Product",
kec international,4.1,"Industrial Machinery, Manufacturing, Real Estate, Fortune India 500, Public",
kef infrastructure india,4.1,"Real Estate, Engineering & Construction",
kei industries,4.1,"Building Material, Manufacturing, Electronics, Fortune India 500, Public",
keihin fie,4.3,"Industrial Machinery, Auto Components",
keihin india manufacturing,4.2,"Manufacturing, Auto Components",
keller ground engineering,4.3,Engineering & Construction,
kellogg,4.4,"FMCG, Food Processing, Forbes Global 2000",
kellogg brown and root,4.4,"Defence & Aerospace, Engineering & Construction, Public",
kellton tech solutions,3.6,"IT Services & Consulting, Public",
kelly services,4,Not Available,
kelvion,3.8,Industrial Machinery,
kem hospital,4.5,Healthcare,
kemin industries,4.3,"Biotech & Life sciences, Biotechnology",
kemwell biopharma,4.2,Biotechnology,
kennametal,3.8,"Building Material, Industrial Machinery, Engineering & Construction, Public",
kent plc,4.4,"Engineering & Construction, Oil & Gas",
kent ro systems ,3.8,"Consumer goods, Industrial Machinery, Consumer Electronics & Appliances",
keo international consultants,4.7,"Architecture & Interior Design, Engineering & Construction",
keolis hyderabad metro,3.7,"Urban Transport, MNC",
kepler healthcare,3.2,"Healthcare / Pharma, Pharma",
keppel offshore & marine,3.7,Engineering & Construction,
kerakoll,4.5,"Building Material, Engineering & Construction",
kerala state electricity board,4.3,"Power, Government",
kern liebers,3.8,Auto Components,
kesari tours,3.9,"Travel & Tourism / Hospitality, Travel & Tourism",
kesoram cement,3.8,Building Material,
kesoram industries,3.3,"Automobile, Manufacturing, Fashion & Textile, Engineering & Construction, Auto Components, Fortune India 500, Public",
kestone integrated marketing services,3.6,Marketing & Advertising,
ketsaal retails ,3.4,Not Available,
ketto,4.4,"Internet, IT Services & Consulting, Startup",
keventer,4,"Agriculture, FMCG, Real Estate",
kewal kiran clothing,4,"Financial Services, Fashion & Textile, Public",
kewaunee labway,4.2,Furniture & Furnishing,
keya foods international,4.3,Internet,
keys hotels,4.7,"Travel & Tourism / Hospitality, Hospitality",
keysight technologies,4.1,"Internet, Manufacturing, Electronics, Electronics Manufacturing, IT Services & Consulting, Startup, Forbes Global 2000",
kfc,4.2,"Retail, Hospitality",
kfin technologies,3.8,"Insurance, IT Services & Consulting, Startup",
kfintech,3.7,FinTech,
kgisl,3.5,IT Services & Consulting,
kgk group,3.3,"Jewellery, Metals & Mining, Retail",
kh exports,3.9,Import & Export,
khadims,3.9,"Manufacturing, Fashion & Textile, Public",
khaitan electricals,3.4,"Food Processing, Public",
khanna paper mills,4.2,"Manufacturing, Pulp & Paper",
khansaheb civil engineering llc,4.7,Engineering & Construction,
kharafi national,4.2,Engineering & Construction,
khatabook,4.3,"FinTech, Startup",
khatib & alami,3.8,"Architecture & Interior Design, Engineering & Construction",
khazana jewellery,4,Jewellery,
khd humboldt wedag,4.3,"Industrial Machinery, Manufacturing",
khimji ramdas,4.1,"Consumer goods, Furniture & Furnishing, Fashion & Textile",
khosla profil,3.5,Fashion & Textile,
khy electronic,3.7,Not Available,
kia,3.9,Automobile,
kia motors,3.8,"Automobile, Forbes Global 2000",
kich architectural products,3.6,"Architecture & Interior Design, Financial Services",
kider india,3.3,Logistics,
kidzee,4.3,"Education & Training, EdTech",
kiet group of institutions,187,,
kiit university,4.5,"Internet, Education & Training",
kimberly-clark,4.4,"Consumer goods, Manufacturing, Beauty & Personal Care, Forbes Global 2000",
kims hospital,4.1,Healthcare,
kinapse,4.3,"Analytics & KPO, Pharma",
kinara capital,4.5,FinTech,
kinetic engineering,3.9,"Automobile, Manufacturing, Engineering & Construction, Auto Components, Public",
kinetic taigene electrical,3.4,"Industrial Machinery, Electrical Equipment",
king george`s medical university,11,,
kingdom of dreams,2.6,"Travel & Tourism / Hospitality, Media & Entertainment",
kingfisher airlines,4.3,"Airlines / Aviation / Aerospace, Aviation, Public",
kintech synergy,4.1,Power,
kipi.bi,4.3,IT Services & Consulting,
"kiran udyog auto industries	",3.5,Auto Components,
kirby building systems,3.8,"Manufacturing, Engineering & Construction",
kirloskar brothers,4,"Industrial Machinery, Manufacturing, Plastics / Rubber, Oil & Gas, MNC, Fortune India 500, Public",
kirloskar ebara pumps,3.9,"Industrial Machinery, Manufacturing, Public",
kirloskar electric company,3.7,"Manufacturing, Power, Electronics, Electrical Equipment, Public",
kirloskar oil engines,4,"Industrial Machinery, Engineering & Construction, Fortune India 500, Public",
kirloskar pneumatic,4.1,"Industrial Machinery, Manufacturing, Public",
kirloskar technologies,4.5,Medical Equipment,
kirloskar toyota textile machinery,4.5,"Industrial Machinery, Fashion & Textile",
kisan mouldings,3.9,"Building Material, Manufacturing, Plastics / Rubber, Public",
kisankraft machine tools,3.3,"Agriculture, Industrial Machinery",
kissht finance,4,"Financial Services, Internet, FinTech, Startup",
kiswok industries,3.2,"Industrial Machinery, Auto Components",
kitex garments,3.6,"Manufacturing, Fashion & Textile, Public",
kiwitech,3.6,"Internet, IT Services & Consulting",
kiya.ai,3.4,IT Services & Consulting,
kjs cement,3.7,"Building Material, Engineering & Construction",
kk spun pipes,3.2,"Industrial Machinery, Manufacturing, Engineering & Construction",
klassic wheels,3.1,Auto Components,
klaus it solutions,3.8,IT Services & Consulting,
kle college of pharmacy,95,,
kle college of pharmacy belgaum,40,,
kle technological university,196,,
kles dr. prabhakar kore hospital & m.r.c,4.2,"Healthcare / Pharma, Healthcare",
klinera corporation,4.2,"Medical Equipment, Healthcare",
klj group,3.6,"Petrochemicals, Public",
klm laboratories,4.1,Not Available,
klt automotive & tubular products ,4.2,"Automobile, Manufacturing, Auto Components",
kmc constructions,3.8,"Engineering & Construction, Public",
kmc hospital,4.2,"Manufacturing, Metals & Mining, Healthcare",
kmc manipal,10,,
kmch college of pharmacy,85,,
kmv projects,4.2,Engineering & Construction,
knack global,3.6,IT Services & Consulting,
knight frank,4.1,"Internet, Real Estate",
knoldus software,4.1,IT Services & Consulting,
knorr-bremse,4.1,"Automobile, Manufacturing, Railways, Forbes Global 2000",
knowlarity,4,"Internet, BPO, IT Services & Consulting",
knowledgehut,3.4,"Internet, EdTech",
knr constructions,4,"Engineering & Construction, Fortune India 500, Public",
kobelco construction equipment india,4.3,Industrial Machinery,
koch business solutions,3.8,Oil & Gas,
kochartech,4.4,IT Services & Consulting,
koenig solutions,3.6,"Education & Training, IT Services & Consulting",
kogta financial,4.3,"Financial Services, NBFC, Public",
kohinoor group,4.1,Real Estate,
kohler,3.8,"Consumer goods, Furniture & Furnishing, Manufacturing",
kohler power,4.5,Power,
kokilaben dhirubhai ambani hospital,3.9,Healthcare,
kokuyo camlin,4,"Consumer goods, FMCG, Manufacturing, Public",
kolkata bazaar,4.2,Retail,
kolors healthcare india,3.8,Healthcare,
kolte patil developers,4.1,"Real Estate, Public",
komal tex fab,3.2,Fashion & Textile,
kommineni infotech,3,"Financial Services, IT Services & Consulting",
kone,4.3,"Building Material, Real Estate, Engineering & Construction, Software Product, Forbes Global 2000",
koneru lakshmaiah education foundation university,44,,
koneru lakshmaiah education foundation university ,44,,
konexions back office services,3.2,BPO,
kongu engineering college,118,,
konica minolta,4,"Industrial Machinery, Software Product",
konkan railway corporation,4,"Roads/Railways, Railways, Government",
konstelec engineers,3.7,Engineering & Construction,
kopran,3.8,"Import & Export, Manufacturing, Pharma, Public",
korea plant service and engineering,3.4,"Internet, Oil / Gas / Petro Chemicals, Power, Engineering & Construction",
kores,3.9,"FMCG, Engineering & Construction, Conglomerate",
kosamattam finance,3.6,Investment Banking / Venture Capital / Private Equity,
kosan crisplant,4.2,Oil & Gas,
kotak education foundation,3.7,"Financial Services, Non-Profit",
kotak mahindara life insurance,3.9,"Financial Services, Insurance, Conglomerate, Public",
kotak mahindra asset management company,4.1,Financial Services,
kotak mahindra bank,3.9,"Financial Services, Banking, Conglomerate, Forbes Global 2000, Fortune India 500, Public",
kotak mahindra general insurance,4,"Financial Services, Insurance, Public",
kotak mahindra prime,4,"Banking, Public",
kotak securities,3.8,"Financial Services, Conglomerate",
kothari agritech,4,Agriculture,
kothari medical centre,3.8,Healthcare,
kothari wheels,4,Automobile,
koye pharmaceuticals,3.4,Pharma,
koyo bearings india,3.9,"Industrial Machinery, Auto Components",
kpc projects,4.2,Engineering & Construction,
kpit technologies,3.6,"IT Services & Consulting, Software Product, Public",
kpmg,3.8,"Consulting, Analytics & KPO",
kpmg assurance and consulting services,3.7,IT Services & Consulting,
kpmg resource centre,4,Not Available,
kpr mill,4.1,"Manufacturing, Fashion & Textile, Fortune India 500, Public",
kptcl,4.1,Power,
kraft heinz company,4.4,"Food Processing, Retail, Forbes Global 2000",
krazy mantra it,3.3,Not Available,
krbl,3.8,"FMCG, Manufacturing, Fortune India 500, Public",
krea university,60,,
kreate energy,4.1,Power,
kreditbee,3.9,"Internet, Startup",
krg technologies,3.9,IT Services & Consulting,
kribhco fertilizers limited,4.4,"Agriculture, Agro Chemicals, Fortune India 500, Public",
krishi rasayan exports,4,"Import & Export, Agro Chemicals",
krishidhan seeds,3.8,"Food Processing, Internet, Manufacturing, Biotechnology",
krishna beads industries,3.2,Fashion & Textile,
krishna enterprises,4.3,Industrial Machinery,
krishna institute of medical sciences,4.1,Healthcare,
krishna institute of medical sciences karad,42,,
krishna ishizaki auto,4.2,Automobile,
krishna maruti,4.1,"Industrial Machinery, Manufacturing, Auto Components",
krishnapatnam port,4.2,"Marine, Urban Transport, Ports & Shipping",
kriti industries,4,"Building Material, Import & Export, Manufacturing, Plastics / Rubber",
kronos solutions,4.3,"Hardware & Networking, Software Product",
kruger ventilation industries,3.6,Industrial Machinery,
krupanidhi college of pharmacy,98,,
kryfs power components,4.3,"Iron & Steel, Industrial Machinery, Power",
krystal integrated services,4.2,Facility Management Services,
ksa powerinfra,3.1,Power,
ksb limited ,3.9,Industrial Machinery,
ksb pumps,3.8,"Industrial Machinery, Manufacturing, Metals & Mining, Power",
kserve bpo,3.3,"BPO/KPO, BPO",
kshema power and infrastructure company,3.6,"Power, Real Estate",
ksk energy ventures,4,"Power, Engineering & Construction, Oil & Gas, Public",
ksk mahanadi power company,4.1,"Power, Public",
ktl,4,Fashion & Textile,
ktm,3.8,"Automobile, Industrial Machinery, Urban Transport",
kuber enterprises,4.2,Engineering & Construction,
kubota agricultural machinery india,4.1,"Automobile, Industrial Machinery",
kuehne + nagel,4.2,"Logistics / Shipping, Logistics",
kumar organic products,3.6,"Healthcare / Pharma, Manufacturing, Chemicals",
kumar properties,3.9,"Real Estate, Engineering & Construction",
kumaraguru college of technology,108,,
kumaun university nainital,61,,
kun hyundai,4.4,Automobile,
kunal structure,3.7,"Real Estate, Engineering & Construction",
kurlon,4.3,Consumer goods,
kurukshetra university,83,,
kusalava international,4.2,"Industrial Machinery, Manufacturing",
kusum healthcare,4.1,Pharma,
kutchina,3.9,"Consumer goods, Manufacturing, Consumer Electronics & Appliances",
kutumbh care,4.1,Recruitment,
kuwait national petroleum company,4.4,"Power, Oil & Gas, Public",
kuwait oil company,4.7,"Oil / Gas / Petro Chemicals, Oil & Gas",
kw group,3.5,Non-Profit,
kwality dairy ,4.4,"FMCG, Food Processing, Public",
kwality pharmaceuticals,4,"Healthcare / Pharma, Pharma, Public",
kyb conmat,4,Industrial Machinery,
kyb motorcycle suspension,3.7,"Industrial Machinery, Auto Components",
kyndryl,4.1,IT Services & Consulting,
kyocera ctc precision tools,2.8,Industrial Machinery,
l & w constructions,3.6,Engineering & Construction,
l and t chiyoda,3.6,Oil & Gas,
l cube innovative solutions,3.4,"Retail, Fashion & Textile, IT Services & Consulting",
l t metro rail,4.2,Urban Transport,
l. m. college of pharmacy,52,,
l. n. malviya infra projects group,3.9,"Consulting, Engineering & Construction",
l. v. prasad eye institute,4.4,"Healthcare / Pharma, Healthcare",
l.g.balakrishnan & bros,3.8,"Automobile, Industrial Machinery, Manufacturing, Engineering & Construction, Public",
l&t buildings & factories,4.6,Engineering & Construction,
l&t construction,4.2,"Engineering & Construction, Public",
l&t construction mining and industrial machinery ,4.4,Industrial Machinery,
l&t defence,4.1,Defence & Aerospace,
l&t energy hydrocarbon,3.9,Oil & Gas,
l&t financial services,4,"Financial Services, NBFC, Public",
l&t heavy civil infrastructure,4.4,Engineering & Construction,
l&t heavy engineering,4.5,Engineering & Construction,
l&t idpl,4.4,Engineering & Construction,
l&t infotech,3.8,"IT Services & Consulting, Conglomerate, Public",
l&t infrastructure development projects,3.9,Engineering & Construction,
l&t infrastructure engineering ,4,Real Estate,
l&t minerals & metals,4.2,Engineering & Construction,
l&t power ,3.9,"Industrial Machinery, Power, Public",
l&t power development limited,3.9,Power,
l&t power transmission & distribution,4.5,Power,
l&t realty,4.5,Real Estate,
l&t smart world & communication,4.5,IT Services & Consulting,
l&t technology services,3.4,"IT Services & Consulting, Public",
l&t transportation infrastructure ,4.6,Engineering & Construction,
l&t valves,3.8,"Design, Industrial Machinery, Manufacturing",
l&t water & effluent treatment,4.5,Engineering & Construction,
l&t–mhi power boilers,4.2,"Industrial Machinery, Manufacturing",
la renon healthcare,4.1,Pharma,
la technologies,4.8,IT Services & Consulting,
la-gajjar machineries,4.2,"Manufacturing, Electronics Manufacturing",
labcorp,4.3,"Healthcare, Forbes Global 2000",
labcorp drug development,4.2,"Biotech & Life sciences, Analytics & KPO, Clinical Research",
labindia instruments,4.5,"Manufacturing, Industrial Automation",
labournet services,4,Non-Profit,
lady hardinge medical college,29,,
lafarge,4.1,"Building Material, Engineering & Construction, BPO",
lakmé salon,4.1,"Consumer goods, Beauty & Personal Care",
lakme,4.3,"Beauty & Wellness, Beauty & Personal Care, Public",
lakshmi electrical control systems,3.9,"Electrical Equipment, Public",
lakshmi hyundai,3.8,Automobile,
lakshmi life sciences,3.3,"Defence & Aerospace, Public",
lakshmi machine works,3.9,"Import & Export, Industrial Machinery, Manufacturing, Fortune India 500, Public",
lakshmi precision screws,4.2,"Industrial Machinery, Public",
lakshmi ring travellers,4,"Financial Services, Industrial Machinery",
lakshmikumaran & sridharan,3.7,Legal,
lal baba seamless tubes,4,Industrial Machinery,
lalitha jewellery,3.9,Jewellery,
lalitpur power generation company,4.2,Power,
lam research,4.3,"Manufacturing, Electronics, Electronics Manufacturing, Forbes Global 2000",
lambda therapeutic research,3.7,"Analytics & KPO, Clinical Research",
lambdatest,4.9,"Internet, Emerging Technologies, IT Services & Consulting, Software Product, Startup",
laminaar aviation infotech,4,"Hardware & Networking, IT Services & Consulting, Software Product",
lanarsy infra,2.7,"Architecture & Interior Design, Power, Engineering & Construction",
lancesoft,3.5,"Recruitment, IT Services & Consulting",
lanco anpara power,4.4,Power,
lanco infratech,4.4,"Engineering & Construction, Conglomerate, Public",
lanco solar energy,4.3,Power,
landis+gyr,4.1,"Internet, Manufacturing, Electronics, Software Product, Electrical Equipment, Public",
landmark group,4.3,"Retail, Fashion & Textile, Hospitality, Conglomerate",
lanson toyota,4.2,"Automobile, Retail",
lanxess,4.4,"Chemicals / Agri Inputs, Manufacturing, Chemicals",
lapiz digital services,3.2,"Consulting, Education & Training, BPO",
lapp india,4.1,Electrical Equipment,
larsen & toubro group,4,"Engineering & Construction, IT Services & Consulting",
larsen & toubro limited,4.1,"Industrial Machinery, Engineering & Construction, Conglomerate, Forbes Global 2000, Fortune India 500, Public",
larvol,4.3,"Biotech & Life sciences, Pharma",
laser power & infra,3.6,Electrical Equipment,
lasons india,3.9,"Biotech & Life sciences, Pharma",
latentbridge,4.5,"IT Services & Consulting, Software Product",
latentview analytics,4,"Consulting, IT Services & Consulting",
laurus labs,4.3,"Pharma, Fortune India 500, Public",
lava international,4.2,"Internet, Telecom, Public",
lawrence & mayo,4.1,"Consumer goods, Manufacturing, Retail, Fashion & Textile",
laxmi civil engineering services,4.1,Engineering & Construction,
laxmi enterprises,4.1,Packaging,
laxmi organic industries,4,"Chemicals, Fortune India 500, Public",
laxmi remote india,4,Pharma,
laxmi-agni components and forging,3.6,"Industrial Machinery, Manufacturing",
layam flexi solutions,3.7,Recruitment,
layam management solutions,3.5,Recruitment,
le méridien,4.1,"Travel & Tourism / Hospitality, Hospitality",
le passage to india tours & travels,4.4,Travel & Tourism,
lea associates south asia,4.3,"Architecture & Interior Design, Power, Engineering & Construction",
lead school,3.5,"Internet, EdTech, Startup, Indian Unicorn",
leadec,3.8,"Facility Management Services, Engineering & Construction",
leadsquared,3.6,"Hardware & Networking, Software Product, Indian Unicorn",
leap india,3.7,"Financial Services, Internet, Logistics, Startup",
lear corporation,4.1,"Automobile, Manufacturing, Auto Components, Forbes Global 2000, Public",
learning links foundation,4.4,"Non-Profit, Public",
learningmate solutions,3.9,"Internet, Education & Training, EdTech",
leayan global,4.2,"Agriculture, FMCG, Fashion & Textile",
lee pharma,4.2,"Biotech & Life sciences, Pharma",
leeford healthcare,4.5,"Healthcare / Pharma, Pharma",
leela palaces hotels & resorts,4.1,"Travel & Tourism / Hospitality, Hospitality, Conglomerate",
leena powertech engineers,3.5,"Power, Engineering & Construction",
leewayhertz technologies,3.9,IT Services & Consulting,
legato health technologies,4.1,"Healthcare, Software Product",
legato health technology,4.2,IT Services & Consulting,
legend polyfoams,4.4,Petrochemicals,
legrand,3.8,"Manufacturing, Electronics, Electrical Equipment, Forbes Global 2000",
leighton contractors,4.4,Engineering & Construction,
lemon tree hotels,4.2,"Travel & Tourism / Hospitality, Hospitality, Public",
lendingkart,3.6,"Financial Services, Internet, FinTech, Startup, Public",
lenexis foodworks,3.9,Hospitality,
lennox india technology centre,4.3,"Engineering & Construction, IT Services & Consulting",
lenovo,4.2,"Manufacturing, Electronics, Consumer Electronics & Appliances",
lenskart,3.1,"Internet, Retail, Fashion & Textile, Indian Unicorn",
leoni,3.4,"Manufacturing, Metals & Mining",
leonia holistic destination,4.1,"Travel & Tourism / Hospitality, Hospitality",
lester infoservices,3.5,"Internet, BPO",
leverage edu,3.9,"Internet, EdTech, Startup",
levi strauss & co.,4.4,"Internet, Retail, Public",
lg electronics,4,"Consumer goods, Industrial Machinery, Electronics, Consumer Electronics & Appliances, Conglomerate, Forbes Global 2000, Public",
lg polymers,4.6,Chemicals,
lg service,4.3,"Industrial Machinery, Consumer Electronics & Appliances",
lg soft india,3.7,"Automobile, Electronics, IT Services & Consulting, Software Product",
li & fung,4.2,"Electronics Manufacturing, Electrical Equipment",
liberty general insurance,3.9,"Financial Services, Insurance",
liberty oil mills,4.4,"Import & Export, Manufacturing",
liberty shoes,4,"Retail, Fashion & Textile, Public",
lic housing finance,4,"NBFC, Fortune India 500, Public",
lic mutual fund,3.9,"Financial Services, Public",
licious,4,"Food Processing, Internet, Startup, Indian Unicorn",
lido learning,2.1,"Internet, Education & Training, EdTech, Startup",
liebherr appliances india,4.4,Consumer Electronics & Appliances,
lifcare pharmacy,3.9,Pharma,
life care logistic,3.9,Logistics / Shipping,
life insurance corporation of india,4.3,"Financial Services, Insurance, Government, Fortune India 500",
life style foods,4.6,Food Processing,
lifecell international,3.7,"Biotech & Life sciences, Internet, Biotechnology",
lifeline hospital india,4.2,Healthcare,
lifelong india,4.2,"Industrial Machinery, Manufacturing, Petrochemicals",
lifestyle,4.4,"Retail, Fashion & Textile, Conglomerate, Fortune India 500",
lifeworks,4,Recruitment,
light & wonder,4,"Gaming, Hardware & Networking, Software Product",
lilac insights,3.6,"Internet, Fitness & Wellness",
lilavati hospital & research centre,4.2,"Healthcare / Pharma, Healthcare",
lilliput kidswear,4.9,Retail,
limeroad,3.4,"Internet, Fashion & Textile, Startup",
linc ,3.7,"Consumer goods, FMCG, Manufacturing, Public",
lince soft solutions,4.5,"Financial Services, Recruitment",
lincoln electric,3.9,"Manufacturing, Electrical Equipment",
lincoln pharmaceuticals,3.5,"Manufacturing, Pharma, Public",
linde india,4.1,"Chemicals / Agri Inputs, Engineering & Construction, Forbes Global 2000, Public",
lindstrom services,3.6,Fashion & Textile,
line o matic graphic industries,3.7,Pulp & Paper,
link group,3.7,Financial Services,
link intime,3.7,Investment Banking / Venture Capital / Private Equity,
linkquest telecom,3.3,"Consulting, Telecom",
lion services,4.1,Facility Management Services,
lionbridge technologies,3.9,"Internet, Software Product, Content Development",
lipi data systems,3.8,"Manufacturing, IT Services & Consulting, Printing & Publishing",
liquidhub,3.8,"Analytics & KPO, IT Services & Consulting",
listenlights,3.7,Electrical Equipment,
lite bite foods,4.4,"Food Processing, Retail",
little millennium,4.3,"Education & Training, EdTech",
little nap recliners,4.7,Not Available,
liugong india,3.5,Engineering & Construction,
live connections,4,Recruitment,
livedigital marketing solutions,3,Telecom,
livguard,4.3,"Internet, Electronics Manufacturing, Startup",
livguard energy technologies,4.3,Power,
livpure,4,"Consumer goods, Internet, Manufacturing, Consumer Electronics & Appliances",
